castaway_id,full_name,occupation,personality_type,gender,date_of_birth,date_of_death
US0708,Rome Cooney,E-Sports Commentator,ESFP,Male,1993-10-11,NA
US0709,Sam Phalen,Sports Reporter,ESTP,Male,2000-04-07,NA
US0710,Sierra Wright,Nurse,ESFJ,Female,1997-06-09,NA
US0711,Sol Yi,Medical Device Sales,INTJ,Male,1981-06-02,NA
US0712,Sue Smey,Flight School Owner,ENFP,Female,1965-06-06,NA
US0713,Teeny Chirichillo,Freelance Writer,INFP,Non-binary,2000-08-28,NA
US0714,Tiyana Hallums,Flight Attendant,ESFJ,Female,1996-12-07,NA
US0715,TK Foster,Athlete Marketing Manager,ESFP,Male,1992-10-01,NA
AU0001,Des Quilty,Courier Driver,NA,Male,NA,NA
AU0002,Bianca Anderson,Private Investigator,NA,Female,NA,NA
AU0003,Evan Jones,High School Teacher,NA,Male,NA,NA
AU0004,Peter Fiegehen,Air Traffic Controller,NA,Male,NA,NA
AU0005,Barry Lea,Former Professional Rugby Player,NA,Male,NA,NA
AU0006,Tegan Haining,Personal Trainer,NA,Female,NA,NA
AU0007,Rohan MacLauren,Model,NA,Male,NA,NA
AU0008,Kat Dumont,Partnerships & Brand Manager,NA,Female,1989-09-21,NA
AU0009,Andrew Torrens,Marketing Executive,NA,Male,NA,NA
AU0010,Craig I'Anson,Recruitment Officer,NA,Male,NA,NA
AU0011,Phoebe Timmins,Criminal Lawyer,NA,Female,1988-12-04,NA
AU0012,Conner Bethune,Law Student,NA,Male,NA,NA
AU0013,Kate Campbell,Financial Analyst,NA,Female,NA,NA
AU0014,Nick Iadanza,High School Teacher,NA,Male,1988-05-20,NA
AU0015,Kylie Evans,Firefighter,NA,Female,1978-04-27,NA
AU0016,Sue Clark,Retired Customs Officer,NA,Female,NA,NA
AU0017,Jennah-Louise Salkeld,Law Graduate,NA,Female,NA,NA
AU0018,Brooke Jowett,Sales Executive;Fitness Professional,NA,Female,1993-02-25,NA
AU0019,Sam Webb,Charity CEO,NA,Male,1988-05-30,NA
AU0020,Matt Tarrant,Magician,NA,Male,NA,NA
AU0021,Felicity Egginton,Bartender;Travel Consultant,NA,Female,1992-12-15,NA
AU0022,Elena Rowland,Army Corporal,NA,Female,NA,NA
AU0023,Lee Carseldine,Aerial Photographer/Ex Pro Cricketer,NA,Male,1975-11-17,NA
AU0024,Kristie Bennet,Senior Account Executive,NA,Female,1991-12-15,NA
AU0025,Joan Caballero,Escape Room Owner,NA,Female,NA,NA
AU0026,Adam Parkin,International Poker Player,NA,Male,NA,NA
AU0027,Kate Temby,Financial Executive,NA,Female,NA,NA
AU0028,Mark Herlaar,Lime Farmer,NA,Male,NA,NA
AU0029,Aimee Stanton,Plumber,NA,Female,NA,NA
AU0030,Samantha Gash,Endurance Athlete,ENFJ,Female,1984-10-14,NA
AU0031,Mark Wales,Former Special Ops Commander,ESTJ,Male,NA,NA
AU0032,Jacqui Patterson,Wedding Celebrant,NA,Female,1967-10-15,NA
AU0033,Kent Nelson,Chief Financial Officer,NA,Male,NA,NA
AU0034,Aaron Knight,Wedding DJ,NA,Male,1987-08-03,NA
AU0035,Ben Morgan,Fast Food Attendant,NA,Male,NA,NA
AU0036,Odette Blacklock,Podiatrist,NA,Female,NA,NA
AU0037,Jarrad Seng,Photographer,NA,Male,1988-02-02,NA
AU0038,Anneliese Wilson,Student,NA,Female,NA,NA
AU0039,Henry Nicholson,Labourer;Teacher,NA,Male,NA,NA
AU0040,Tessa O'Halloran,Doctor,NA,Female,NA,NA
AU0041,Sarah Tilleke,Model,NA,Female,1995-04-18,NA
AU0042,Luke Toki,Mining Technician,NA,Male,NA,NA
AU0043,Nicola Zagame,Olympian,NA,Female,1990-08-11,NA
AU0044,Locklan Gilbert,Adventure Guide,NA,Male,NA,NA
AU0045,Michelle Dougan,Nanny,NA,Female,NA,NA
AU0046,Peter Conte,Digital Advertising Producer,NA,Male,NA,NA
AU0047,Tara Pitt,Barrel Racer,NA,Female,NA,NA
AU0048,Jericho Malabonga,Flight Attendant,NA,Male,1992-01-29,NA
AU0049,Matthew Dyson,Traffic Police Officer,NA,Male,NA,NA
AU0050,Damien Thomlinson,Former Special Forces Commando,NA,Male,NA,NA
AU0051,Steve Khouw,Takeaway Delivery Rider,NA,Male,NA,NA
AU0052,Jenna Austin,FIFO Worker,NA,Female,NA,NA
AU0053,Moana Hope,AFLW Player,NA,Female,1988-02-14,NA
AU0054,Tegan Gasior,Managing Consultant,NA,Female,1985-12-21,NA
AU0055,Anita Berkett,Sales Rep,NA,Female,NA,NA
AU0056,Zach Kozyrski,Personal Trainer,NA,Male,1979-01-28,NA
AU0057,Paige Kerin,Marketing Coordinator,NA,Female,NA,NA
AU0058,Jackie Glazier,World Series Poker Player,NA,Female,1973-11-28,NA
AU0059,Heath Davies,Builder,NA,Male,NA,NA
AU0060,Lydia Lassila,Olympic Freestyle Skier,NA,Female,1982-01-17,NA
AU0061,Robbie Skibicki,Construction Manager,NA,Male,NA,NA
AU0062,Samuel Hinton,Astrophysicist,NA,Male,NA,NA
AU0063,Mat Rogers,Dual Code Football Legend,NA,Male,1976-02-01,NA
AU0064,Benji Wilson,Entrepreneur,NA,Male,NA,NA
AU0065,Steve Willis,Fitness Specialist,NA,Male,1976-06-05,NA
AU0066,Fenella McGowan,Interior Designer,NA,Female,NA,NA
AU0067,Monika Radulovic,Miss Australia 2015,NA,Female,1990-09-21,NA
AU0068,Shonee Fairfax,Pro-Skater's Wife;Personal Assistant,NA,Female,1992-04-26,NA
AU0069,Brian Lake,Former AFL Star,NA,Male,1982-02-27,NA
AU0070,Sharn Coombes,Criminal Barrister,NA,Female,NA,NA
AU0071,Shane Gould,Olympic Swimming Legend,NA,Female,1956-11-23,NA
AU0072,Anastasia Woolmer,Memory Champion,NA,Female,NA,NA
AU0073,Laura Choong,Digital Marketing Manager,NA,Female,NA,NA
AU0074,Susie Maroney,Marathon Swimmer,NA,Female,1974-11-15,NA
AU0075,Nova Peris,Former Politician and Olympian,NA,Female,1971-02-25,NA
AU0076,Steven Bradbury,Olympic Gold Medalist,NA,Male,1973-10-14,NA
AU0077,Andrew Ettingshausen,NRL Legend,NA,Male,1965-10-29,NA
AU0078,Sam Schoers,VIP Gaming Manager,NA,Female,NA,NA
AU0079,Sarah Ayles,Cleaner,NA,Female,NA,NA
AU0080,Hannah Pentreath,Police Officer,NA,Female,NA,NA
AU0081,Casey Hawkins,Educator,NA,Female,NA,NA
AU0082,Matt Farrelly,Highschool Teacher/Pro Wrestler,NA,Male,1990-03-21,NA
AU0083,Ross Clarke-Jones,Big Wave Surfer,NA,Male,1966-06-06,NA
AU0084,Andy Meldrum,Marketing Executive,NA,Male,NA,NA
AU0085,Shaun Hampson,Retired AFL Player,NA,Male,1988-03-21,NA
AU0086,David Genat,International Model,NA,Male,1980-03-13,NA
AU0087,John Eastoe,Gold Miner,NA,Male,NA,NA
AU0088,Daisy Richardson,Travel Agent,NA,Female,NA,NA
AU0089,Simon Black,AFL Superstar,NA,Male,1979-04-03,NA
AU0090,Janine Allis,CEO Powerhouse,NA,Female,NA,NA
AU0091,Abbey Holmes,AFL Premiership Winner,NA,Female,1991-01-07,NA
AU0092,Harry Hills,Ice Cream Maker,NA,Male,NA,NA
AU0093,Baden Gilbert,Student,NA,Male,NA,NA
AU0094,Pia Miranda,Actress,NA,Female,1973-06-15,NA
AU0096,Phil Ferguson,Artist,NA,Non-binary,NA,NA
AU0097,Janelle Durso,Cleaner,NA,Female,NA,NA
AU0098,Gavin Wanganeen,AFL Legend,NA,Male,1973-06-18,NA
AU0099,Binyamin Burdo,Entrepreneur,NA,Male,NA,NA
AU0100,Mitchell Shaw,Doctor,NA,Male,NA,NA
AU0101,Joey McCann,Head of Partnerships,NA,Male,NA,NA
AU0102,Daini Tuiqere,Personal Trainer,NA,Male,NA,NA
AU0103,Shannon Lawson,Model,NA,Female,NA,NA
AU0104,Georgia Ray,Forensic Psychologist,NA,Female,NA,NA
AU0105,Rachel Downie,Teacher and Businesswoman,NA,Female,NA,NA
AU0106,Simon Mee,Carpenter,NA,Male,NA,NA
AU0107,Kerryn McGee,Bodybuilder,NA,Female,NA,NA
AU0108,Chelsea Hackett,MMA Fighter,NA,Female,1999-10-29,NA
AU0109,Baden Cooke,Ex-Pro Cyclist,NA,Male,1978-10-19,NA
AU0110,Gerald Youles,Champion Wood Chopper,NA,Male,NA,NA
AU0111,Laura Wells,Environmental Advocate,NA,Female,NA,NA
AU0112,Emmett Pugh,Health Coach,NA,Male,1990-05-31,NA
AU0113,Andrew Ucles,Survival Expert,NA,Male,NA,NA
AU0114,Dani Beale,Corrections Officer,NA,Female,NA,NA
AU0115,Wai Chim,Author,NA,Female,1982-12-13,NA
AU0116,Cara Atchison,Real Estate Agent,NA,Female,NA,NA
AU0117,Felicity Palmateer,Big Wave Surfer,NA,Female,1992-08-04,NA
AU0118,George Mladenov,Public Servant,NA,Male,NA,NA
AU0119,Hayley Leake,Pain Researcher,NA,Female,NA,NA
AU0120,Amy Ong,Beautician,INFJ,Female,1997-12-09,NA
AU0121,Ben Watson,Tradie,ISTP,Male,1986-02-16,NA
AU0122,Croc Crocker,Ex-NRL Player,NA,Male,1980-06-21,NA
AU0123,David Goodchild,Project Manager,NA,Male,NA,NA
AU0124,Jay Bruno,Drummer,NA,Male,NA,NA
AU0125,Jesse Hansen,Triathlete,ISFJ,Male,NA,NA
AU0126,Jordan Schmidt,Personal Trainer,ISTP,Male,NA,NA
AU0127,Kate Tatham,Stay-at-home Mom,NA,Female,NA,NA
AU0128,Michelle Chiang,Speech Pathologist,NA,Female,NA,NA
AU0129,Sophie Cachia,Company Director,ENTJ,Female,1990-09-11,NA
AU0130,Alex Frost,Warehouse Operator,INFP,Male,1995-04-07,NA
AU0131,Briana Goodchild,Digital Producer,ESFP,Female,NA,NA
AU0132,Chrissy Zaremba,Teacher,NA,Female,NA,NA
AU0133,Jordie Hansen,Landscaper,ESFP,Male,NA,NA
AU0134,Josh Millgate,Pilot,ISTJ,Male,NA,NA
AU0135,Khanh Ong,Restaurateur,ENFP,Male,NA,NA
AU0136,Kate Austin,Ex Flight Attendant,ISFJ,Female,1984-07-11,NA
AU0137,Mel Chiang,Chiropractor,NA,Female,1988-01-01,NA
AU0138,Nina Twine,Accounts Clerk / Retail Sales Associate,NA,Female,1997-06-16,NA
AU0139,Shayelle Lajoie,Bio Medical Student,ISFP,Female,1990-12-02,NA
AU0140,Anjali Rao,Broadcaster,NA,Female,NA,NA
AU0141,Benjamin Law,Author,NA,Male,NA,NA
AU0142,David Zaharakis,Former AFL Player,NA,Male,1990-02-21,NA
AU0143,Fraser Lack,Real Estate Agent,NA,Male,NA,NA
AU0144,Gerry Geltch,Tourism Pilot,NA,Male,1960-10-18,NA
AU0145,Liz Parnov,Olympic Pole-vaulter,NA,Female,1994-05-09,NA
AU0146,Matt Sharp,Lifeguard,NA,Male,NA,NA
AU0147,Michael Warren,Journalist,NA,Male,NA,NA
AU0148,Mimi Tang,Luxury Car PR Manager,NA,Female,NA,NA
AU0149,Paige Donald,Outback Jillaroo,NA,Female,NA,NA
AU0150,Rogue Rubin,Film Director,NA,Female,NA,NA
AU0151,Sarah Marschke,Former Miss World Australia,NA,Female,NA,NA
AU0152,Sharni Vinson,Actress,NA,Female,1983-07-22,NA
AU0153,Aileen Chong,Waitress,NA,Female,NA,NA
AU0154,Alex Coe,Maths Teacher,NA,Male,NA,NA
AU0155,Caroline Courtis,Midwife,NA,Female,NA,NA
AU0156,Charles Noonan,Lawyer,NA,Male,NA,NA
AU0157,Eden Porter,Cinema Area Manager,NA,Male,1984-02-28,NA
AU0158,Feras Basal,HR Manager,NA,Male,NA,NA
AU0159,Frankie Guascione,Salon Owner,NA,Female,NA,NA
AU0160,Garrick Wildman,Loss Prevention Officer,NA,Male,NA,NA
AU0161,Jaden Laing,Strongman,NA,Male,NA,NA
AU0162,Jessica Danaher,Academic Professional,NA,Female,NA,NA
AU0163,Kelli Harris,Psychologist,NA,Female,NA,NA
AU0164,Kirby Bentley,AFLW Coach,NA,Female,1986-05-09,NA
AU0165,Kitty Blomfield,Business Owner,NA,Female,NA,NA
AU0166,Mark Warnock,Former Diplomat,NA,Male,NA,NA
AU0167,Nathan Freeman,AFL Agent,NA,Male,1995-06-16,NA
AU0168,Peta Bennett,Bar Manager,NA,Female,NA,NA
AU0169,Raymond Chaney,Retail Worker,NA,Male,NA,NA
AU0170,Rianna Bowley,Paramedic,NA,Female,NA,NA
AU0171,Sarah Moore,Firefighter,NA,Female,1999-08-10,NA
AU0172,Scott Butler,Art Director,NA,Male,NA,NA
AU0173,Tobias Grant,Construction Manager,NA,Male,NA,NA
AU0174,Valeria Sizova,Entertainment Business Owner,NA,Female,1992-07-02,NA
AU0175,Viola Jokudu,Powerlifter,NA,Female,NA,NA
AU0176,Winna Bhun,Competitive Eater,NA,Male,NA,NA
SA0001,Don Soper,Businessman,NA,Male,1951-12-22,NA
SA0002,Sam Allerton,Sculptor,NA,Male,1976-12-08,NA
SA0003,Jude Wilken,Hostage Negotiator,NA,Female,1967-12-16,NA
SA0004,Ncumisa Ngcaweni,Skills Trainer,NA,Female,1976-12-01,NA
SA0005,Sanele Gumede,Brand Manager,NA,Male,1979-12-01,NA
SA0006,Danielle Vukic,Fashion Producer,NA,Female,1971-12-26,NA
SA0007,Nico Hinis,Restauranteur,NA,Male,1963-12-14,NA
SA0008,Brigitte Willers,Sports Model,NA,Female,1980-12-17,NA
SA0009,Mzi Tyhokolo,Energy Advisor,NA,Male,1975-12-16,NA
SA0010,Vanessa Marawa,Estate Agent,NA,Female,1979-12-18,NA
SA0011,Lezel Crook,Attorney,NA,Female,1978-12-03,NA
SA0012,Gareth Tjasink,Medical Doctor,NA,Male,1979-12-05,NA
SA0013,Zayn Nabbi,Journalist,NA,Male,1982-12-04,NA
SA0014,Jacinda Louw,Entrepreneur,NA,Female,1981-12-04,NA
SA0015,Nomfundo Vilokazi,Chemical Engineer,NA,Female,1980-05-03,NA
SA0016,Nicola Windt,Dairy Farmer,NA,Female,1970-06-12,NA
SA0017,Viwe Soga,Candidate Attorney,NA,Male,1983-12-18,NA
SA0018,Elise Smith,Hotel Manager,NA,Female,1983-01-18,NA
SA0019,Nichal Ramchander,Sales and Marketing Manager,NA,Male,1982-03-05,NA
SA0020,Rijesh Govender,Sales Executive,NA,Male,1977-06-22,NA
SA0021,Lisa Atkinson,Student,NA,Female,1985-10-21,NA
SA0022,Irshaad Ally,Graphic Designer,NA,Male,1978-03-01,NA
SA0023,Hein Vosloo,Rural Developer,NA,Male,1960-07-02,NA
SA0024,Dyke Higginson,Landscaper,NA,Male,1979-06-11,NA
SA0025,Angela Beck,Modelling Coach,NA,Female,1983-11-16,NA
SA0026,Angie Bennett,Boot Camp Instructor,NA,Female,1977-07-15,NA
SA0027,Mandla Mbau,Marketing Manager,NA,Male,1970-09-14,NA
SA0028,Amanda Hoosen,Head Of Internal Audit,NA,Female,1977-10-05,NA
SA0029,Grant Clark,Maritime Lawyer,NA,Male,1972-05-05,NA
SA0030,Lorette Mostert,Police Superintendent,NA,Female,1971-08-21,NA
SA0031,Christina Storm,Actress; Model,NA,Female,1974-04-01,NA
SA0032,Garth Collins,"Actor, Comedian and Emcee",NA,Male,1967-01-16,NA
SA0033,Jub Jub Maarohanye,Musician,NA,Male,1980-06-29,NA
SA0034,Cindy Nell,"Personality, Presenter, Model",NA,Female,1981-10-01,NA
SA0035,Craig Jacobs,Fashion Designer,NA,Male,1974-08-21,NA
SA0036,Lady Lea Moscou Barrett,Professional DJ;Music Producer,NA,Female,1980-04-21,NA
SA0037,Darren Maule,"Actor, Comedian and Television Presenter",NA,Male,1972-06-09,NA
SA0038,Sandi Schultz,Actress; Designer,NA,Female,1964-01-19,NA
SA0039,Hanna Grobler,"Actress, Entrepreneur, Charity Worker",NA,Female,1982-01-15,NA
SA0040,Louw Venter,Actor;Comedian,NA,Male,1975-08-16,NA
SA0041,Okkert Brits,Sportsman and Fitness Specialist,NA,Male,1973-08-22,NA
SA0042,Gys de Villiers,"Actor, Writer, and Sculptor",NA,Male,1960-11-04,NA
SA0043,Izak Davel,"Singer, Actor, Dancer",NA,Male,1983-07-01,NA
SA0044,Kaseran Pillay,Actor and Comedian,NA,Male,1976-01-05,NA
SA0045,Sade Giliberti,Television Presenter,NA,Female,1985-04-17,NA
SA0046,ProVerb Thekisho,"Recording Artist, TV and Radio Presenter",NA,Male,1981-04-12,NA
SA0047,Ashley Hayden,Television Presenter;Businesswoman,NA,Female,1967-11-04,NA
SA0048,GiGi van Schalkwyk,"Exotic Dancer, Businesswoman and Actress",NA,Female,1967-08-28,NA
SA0049,Lukhanyo Nontshinga,Professional Rugby Player,NA,Male,1983-09-24,NA
SA0050,Philicity Reeken,Actress/Radio DJ,NA,Female,1979-10-18,NA
SA0051,Tshepo Maseko,Actor,NA,Male,1974-03-07,NA
SA0052,Tasleem Vally,Make-Up Artist,NA,Female,NA,NA
SA0053,Carmel Fisher,Actress/Motivational Speaker,NA,Female,1981-07-17,NA
SA0054,Jacques Terre'Blanche,Musician,NA,Male,1982-12-01,NA
SA0055,Sindi Lukhele,Events Co-Ordinator,NA,Female,NA,NA
SA0056,Vanessa Haywood,"Actress, TV Presenter, Businesswoman",NA,Female,NA,NA
SA0057,Roxy Burger,TV Presenter/Business owner,NA,Female,1986-12-07,NA
SA0058,Harry Wiggins,Maths Lecturer,NA,Male,NA,NA
SA0059,Simon Coetzer,HR Consultant,NA,Male,NA,NA
SA0060,Malusi Mbambo,Business Development Consultant,NA,Male,NA,NA
SA0061,Tejan Pillay,Engineer,NA,Male,NA,NA
SA0062,Sean September,Lawyer,NA,Male,NA,NA
SA0063,Alison de Chazal,Mother,NA,Female,NA,NA
SA0064,Mxolisi Lokwe,Musician,NA,Male,NA,NA
SA0065,Bonnie Henna,Actress,NA,Female,1979-03-18,NA
SA0066,Letshego Moshoeu,Biokineticist,NA,Female,1984-08-23,NA
SA0067,Hykie Berg,Actor,NA,Male,1978-05-02,NA
SA0068,Ashleigh Bryant,High School Teacher,NA,Female,NA,NA
SA0069,Marsha Wessels,Army Sports Officer,NA,Female,NA,NA
SA0070,Killarney Jones,Martial Artist,NA,Female,NA,NA
SA0071,Zan Lang,Vehicle Salesman,NA,Male,NA,NA
SA0072,Shona Macdonald,Account Manager,NA,Female,1989-03-29,NA
SA0073,Philip Dickson,Firefighter,NA,Male,1981-09-26,NA
SA0074,Gena Alkana,PR Manager,NA,Female,NA,NA
SA0075,Sonette Myburgh,Mortuary Attendant,NA,Female,1973-04-25,NA
SA0076,Stephen Walker,Business Analyst,NA,Male,NA,NA
SA0077,Marian de Vos,Entrepreneur,NA,Female,1988-08-05,NA
SA0078,Solly Mathiba,Sports Manager,NA,Male,NA,NA
SA0079,Moyra Makina,HR Director,NA,Female,NA,NA
SA0080,Vel Bodiba,Actress,NA,Female,1987-07-14,NA
SA0081,Shane Hattingh,Media Salesman,NA,Male,NA,NA
SA0082,Altaaf Sheik,SAAF Helicopter Pilot,NA,Male,NA,NA
SA0083,Zavion Kotze,Wedding Planner,NA,Male,NA,NA
SA0084,David de Wet,Farrier,NA,Male,NA,NA
SA0085,Sivu Xabanisa,Astrophysics Student,NA,Male,NA,NA
SA0086,Buhle Madlala,Events Planner,NA,Female,NA,NA
SA0087,Graham Jenneker,Financial Manager,NA,Male,NA,NA
SA0088,Seamus Holmes,Property Broker,NA,Male,NA,NA
SA0089,Neil Voller,HR Executive,NA,Male,NA,NA
SA0090,Stacey-Lee Valentyn,Business Analyst,NA,Female,NA,NA
SA0091,Adrian Chetty,Graphic Designer,NA,Male,NA,NA
SA0092,Murishca Martheze,Marketing Manager,NA,Female,NA,NA
SA0093,Marthunis Oosthuizen,Investment Advisor,NA,Male,NA,NA
SA0094,Tevin Naidu,Medical Doctor,NA,Male,NA,NA
SA0095,Josie Eveleigh,Travel Writer,NA,Female,NA,NA
SA0096,Vusi Mafulela,Logistics Manager,NA,Male,NA,NA
SA0097,Chane Mynhardt,Admin Clerk,NA,Female,NA,NA
SA0098,Palesa Tau,Radio Presenter,NA,Female,NA,NA
SA0099,Antoinette Tebbutt,Content Developer,NA,Female,NA,NA
SA0100,Pheko Phetoe,Mining Technician,NA,Male,NA,NA
SA0101,Katinka Oosthuizen,Social Media Influencer,NA,Female,NA,NA
SA0102,Werner Joubert,Pastor;Biokineticist,NA,Male,NA,NA
SA0103,Annalize Sainsbury,Caterer,NA,Female,NA,NA
SA0104,Jeanne Michel,Radio Producer,NA,Female,NA,NA
SA0105,Tom Swartz,Adventure Camp Manager,NA,Male,NA,NA
SA0106,Lee-Anne van Renen,Life Coach/Mrs. Cape Town 2018,NA,Female,NA,NA
SA0107,Paul Smulders,Real Estate Agent,NA,Male,NA,NA
SA0108,Ai-Ting Wong,Doctor,NA,Female,NA,NA
SA0109,Rose-Lee Smith,Crime Scene Analyst,NA,Female,NA,NA
SA0110,Felix Godlo,Sales Consultant,NA,Male,NA,NA
SA0111,Tania Copeland,Immigration consultant,NA,Female,NA,NA
SA0112,Rocco van Rooyen,Pro Athlete,NA,Male,1992-12-23,NA
SA0113,Nathan Castle,Media Producer,NA,Male,NA,NA
SA0114,Meryl Szolkeiwicz,Pilates instructor,NA,Female,NA,NA
SA0115,Geoffrey Cooke-Tonnesen,Home loans consultant,NA,Male,NA,NA
SA0116,Seipei Mashugane,Entrepreneur/Biker Queen,NA,Female,NA,NA
SA0117,Dante De Villiers,Coffee Shop Owner,NA,Male,NA,NA
SA0118,Cobus Hugo,Architect,NA,Male,NA,NA
SA0119,Mmabatiokoa Molefe,Investment Analyst,NA,Female,1990-02-21,NA
SA0120,Jacques Burger,Industrial Engineer,NA,Male,NA,NA
SA0121,Mike Venter,Radio Presenter,NA,Male,NA,NA
SA0122,Steffi Brink,Fitness Model,NA,Female,1991-10-23,NA
SA0123,Laetitia le Roux,Nurse,NA,Female,1961-02-04,NA
SA0124,Durao Mariano,Hotel Guest Liaison,NA,Male,NA,NA
SA0125,Nicole Capper,Ex Mrs. SA/Events Company/Luxury Online Magazine Owner,NA,Female,NA,NA
SA0126,Robert Bentele,Events Videographer,NA,Male,NA,NA
SA0127,Jason Brookstein,Structural Engineering Draughtsman,NA,Male,NA,NA
SA0128,Noleen Nkanjeni,Freelancer,NA,Female,NA,NA
SA0129,Mike Laws,Lawyer,NA,Male,NA,NA
SA0130,Paul Cupido,Aftercare Teacher,NA,Male,NA,NA
SA0131,Thoriso M-Afrika,Marketing Officer,NA,Female,NA,NA
SA0132,Carla Gubb,Corporate Sales Executive,NA,Female,NA,NA
SA0133,Dino Paulo,Live Escape Game Owner;Skydiving Instructor,NA,Male,1990-10-02,NA
SA0134,Qiean Wang,Volunteer Firefighter/Self-Employed,NA,Female,1985-07-16,NA
SA0135,Marisha du Plessis,Guest House Owner,NA,Female,1985-07-16,NA
SA0136,Shaun Wilson,I.T. Entrepeneur,NA,Male,NA,NA
SA0137,Renier Louwrens,Chemical Engineer,NA,Male,NA,NA
SA0138,Amy Eliason,Corporate Lawyer,NA,Female,NA,NA
SA0139,Anesu Mbizvo,"Medical doctor, yoga teacher, and corporate lawyer",NA,Female,NA,NA
SA0140,Wardah Hartley,Yoga Instructor and Fitness Professional,NA,Female,NA,NA
SA0141,Santoni Engelbrecht,Online Business Owner,NA,Female,NA,NA
SA0142,Kiran Naidoo,Strategy Consultant,NA,Male,NA,NA
SA0143,Tyson Zulu,Creative Director and Entrepreneur,NA,Male,NA,NA
SA0144,Francois Chapman,Entrepreneur,NA,Male,NA,NA
SA0145,Anela Majozi,Math Educator and Rugby Coach,NA,Male,NA,NA
SA0146,Nicole Wilmans,Digital Marketing Manager,NA,Female,NA,NA
SACaptain01,NA,NA,NA,Male,NA,NA
SACaptain02,NA,NA,NA,Male,NA,NA
UK0001,Nick Carter,Drugs Company Manager,NA,Male,NA,NA
UK0002,J.J. Adams,Personal Assistant,NA,Female,NA,NA
UK0003,Uzma Bashir Sheikh,Nursery Manager,NA,Female,NA,NA
UK0004,Sarah Odell,Model,NA,Female,NA,NA
UK0005,Jayne Meyler,Massage Therapist,NA,Female,NA,NA
UK0006,Adrian Bauckham,Barrister's Clerk,NA,Male,NA,NA
UK0007,Simon Dunkley,Financial Sales Manager,NA,Male,NA,NA
UK0008,Andy Fairfield,Airline Pilot,NA,Male,NA,NA
UK0009,James Stroud,Property Developer,NA,Male,NA,NA
UK0010,Pete Farrar,Model and Actor,NA,Male,NA,NA
UK0011,Zoe Lyons,Bartender and Actress,NA,Female,1971-10-03,NA
UK0012,Eve Holding,Project Manager,NA,Female,NA,NA
UK0013,Mick Easton,Retired Police Officer,NA,Male,NA,NA
UK0014,Richard Owen,Clinical Psychologist,NA,Male,NA,NA
UK0015,Charlotte Hobrough,Police Officer,NA,Female,NA,NA
UK0016,Jackie Carey,Airline Industry Purchaser,NA,Female,NA,NA
UK0017,Sarah McCombie,Broking Assistant,NA,Female,1979-08-05,NA
UK0018,Lee Capon,Area Aftersales Manager,NA,Male,1976-05-24,NA
UK0019,Tayfun Kadioglu,Professional Competitive Latin American Dancer,NA,Male,1974-03-01,NA
UK0020,Meeta Bose,Financial Manager,NA,Female,1966-09-29,NA
UK0021,Helen Carney,Hotel Worker,NA,Female,1979-10-08,NA
UK0022,Alastair Brogan,Oil Company Director,NA,Male,1967-04-12,NA
UK0023,Drew Agger,Firefighter,NA,Male,1974-01-20,NA
UK0024,Dave Porter,Retired Firefighter,NA,Male,1947-01-02,NA
UK0025,Bridget Griffiths,Shepherdess,NA,Female,1958-09-07,NA
UK0026,John Dalzell,Former Marine/Law Worker,NA,Male,1969-11-23,NA
UK0027,Susannah Moffat,English Teacher,NA,Female,1974-04-28,NA
UK0028,Jonny Gibb,Detective Constable,NA,Male,1970-11-23,NA
UK0029,Ashleigh Bishop,Brand Strategist,NA,Female,NA,NA
UK0030,Christopher Haul,Singer and Songwriter,NA,Male,NA,NA
UK0031,Doug Swinbanks,Flood Risk Consultant,NA,Male,NA,NA
UK0032,Hannah Baptiste,Semi-Professional Footballer,NA,Female,NA,NA
UK0033,Jess Woburn,Fitting Model,NA,Female,NA,NA
UK0034,Laurence Cardwell,Entrepreneur,NA,Male,NA,NA
UK0035,Lee Reeves,Professional Boxer,NA,Male,1995-02-28,NA
UK0036,Leilani Sen,Barista / Cleaner at a yoga studio,NA,Female,NA,NA
UK0037,Matthew Haywood,Hospitality,NA,Male,NA,NA
UK0038,Nathan Dyke,Fitness Instructor,NA,Male,NA,NA
UK0039,Pegleg Bennett,Surf School Owner,NA,Male,NA,NA
UK0040,Rach Carstairs,Personal Trainer,NA,Female,NA,NA
UK0041,Rachel Golding,Insurance Claims Handler,NA,Female,NA,NA
UK0042,Ren Elvidge,Network Data Scientist,NA,Non-binary,NA,NA
UK0043,Richard Kinnear McKell,Pensions Manager,NA,Male,NA,NA
UK0044,Sabrina Pace-Humphreys,Charity Founder,NA,Female,NA,NA
UK0045,Shai Ravindra,Finance Risk Manager,NA,Male,NA,NA
UK0046,Tinuke Oyediran,Professional Roller Skater,NA,Female,NA,NA
NZ0001,Hannah Gough,Kindergarten Teacher,NA,Female,NA,NA
NZ0002,Deanna Cambioso,Customer Service,NA,Female,NA,NA
NZ0003,Anthony Deane,Logging Truck Driver,NA,Male,NA,NA
NZ0004,Isabel Pearson,Offshore Oil and Gas Marine Stewardess,NA,Female,NA,NA
NZ0005,Louisa McClintock,Farmer,NA,Female,NA,NA
NZ0006,Georgia Bergerson,Singer/Dancer,NA,Female,NA,NA
NZ0007,Shayna Swain-Tapusoa,Business Support Coordinator,NA,Female,NA,NA
NZ0008,Leandro Den Haan,Canyoning Guide,NA,Male,NA,NA
